AppType,CancelType,CityBlock,Parcel,OwnerCode,HANDLE,AddrNum,StDir,StName,StType,UnitNum,OrigAddress,ProjectType,MainStrucType,AppDate,IssueDate,CompleteDate,CancelDate,EstProjectCost,AppDescription,StrucType1,NbrOfUnits,NewUse,NewUseGroup1,OldUse,OwnerName,OwnerCo,OwnerAddr,OwnerCity,OwnerState,OwnerZIP,Nbrhd,FirstDate,LastDate,UpDateGeo,count,big_cost,lil_cost,lrgcost,new_use,nbhd_name,yr,month,abbr
AB,NA,3864.04,10,0,13864040010,5740,NA,CABANNE,AV,NA,5740 CABANNE AV,3,22,2019-04-01T00:00:00Z,2019-04-01T00:00:00Z,2019-04-30T00:00:00Z,NA,2500,ERECT 132' OF 6' C/L FENCE & GATE EAST SIDE PER PLANS,2,24,MULT.FAM/APTS,R2,NA,STAN B LLC,TARQIC RASHDI,930 STONE SPRING DR,EUREKA,MO,63025.0000,48,2019-04-01T00:00:00Z,2020-10-30T00:00:00Z,NA,1182,NA,1,"< $50,000",Residential,West End,2019,04,westend
AB,NA,4841,30,0,14841000030,5188,NA,CABANNE,AV,NA,5188 CABANNE AV,3,1,2019-04-01T00:00:00Z,2019-04-01T00:00:00Z,2019-06-19T00:00:00Z,NA,1500,REPLACE REAR DECK PER PLANS,1,1,SINGLE FAMILY,R3,NA,"SEAY, DOUGLAS & DARPHINE",NA,7108 WAREHAM DR,TAMPA,FL,33647.0000,51,2019-04-01T00:00:00Z,2020-10-30T00:00:00Z,NA,647,NA,1,"< $50,000",Residential,Academy,2019,04,academy
AB,NA,4589,81,1,14589000081,4300,NA,DUNCAN,AV,NA,4300 DUNCAN AV,5,33,2019-04-02T00:00:00Z,2019-04-29T00:00:00Z,2019-05-20T00:00:00Z,NA,8000,REPLC (1) ILLUM WALL SIGN & (1) NON-ILLUM WALL SIGN PER PLNS,20,1,MFG,F1,NA,VTR LS 4300 DUNCAN LLC,DAVE LIU,353 N CLARK ST STE 300,CHICAGO,IL,60654.0000,38,2019-04-02T00:00:00Z,2020-10-30T00:00:00Z,NA,1514,NA,1,"< $50,000",Commercial,Central West End,2019,04,cwe
AB,NA,3902,150,0,13902000150,4452,NA,LACLEDE,AV,NA,4452 LACLEDE AV,5,36,2019-04-02T00:00:00Z,2019-04-02T00:00:00Z,2019-11-18T00:00:00Z,NA,8000,REPLACE FRONT PORCH DECK PER PLANS,1,1,SINGLE FAMILY,R3,NA,"HOPKINS, GARY V & SANDRA M  TRSTEES",NA,4452 LACLEDE AV,ST LOUIS,MO,63108.0000,38,2019-04-02T00:00:00Z,2020-10-30T00:00:00Z,NA,4047,NA,1,"< $50,000",Residential,Central West End,2019,04,cwe
AB,NA,3879.05,96,1,13879050096,625,N,EUCLID,AV,NA,625 N EUCLID AV,3,35,2019-04-02T00:00:00Z,2019-04-11T00:00:00Z,NA,NA,15000,INSTALL FIRE ALARM PER PLANS,20,1,GROCERY STORE,M,NA,CULLINAN EUCLID LLC,DEWAYNE BLACK,745 MC CLINTOCK DR STE 100,BURR RIDGE,IL,60527.0000,38,2019-04-02T00:00:00Z,2020-10-30T00:00:00Z,NA,1514,NA,1,"< $50,000",Commercial,Central West End,2019,04,cwe
AB,NA,4564,25,0,14564000025,4055,NA,C D BANKS,AV,NA,4055 C D BANKS AV,3,2,2019-04-03T00:00:00Z,2019-04-03T00:00:00Z,2020-01-06T00:00:00Z,NA,70000,INT. ALT. - REPAIR FIRE DAMAGE- PER PLANS (CFD 30 DAY),2,3,THREE FAMIILY,R2,NA,ST LOUIS HOUSING AUTHORITY OF THE,CITY OF ST LOUIS MO/GEOFFREY LOWE,3520 PAGE AVE,ST LOUIS,MO,63106.0000,58,2019-04-03T00:00:00Z,2020-10-30T00:00:00Z,NA,526,1,NA,"> $50,000",Residential,Vandeventer,2019,04,vandy
AB,NA,3888,70,0,13888000070,1,NA,BARNES HOSPITAL PLAZA,NA,NA,1 BARNES HOSPITAL PLAZA,3,26,2019-04-04T00:00:00Z,2019-04-23T00:00:00Z,NA,NA,16100,ADD & RELOCATE FIRE SPRINKLER SYSTEM PER PLANS,20,0,HOSPITAL,I2,NA,BARNES-JEWISH HOSPITAL,PAUL STOVESAND,600 S KINGSHIGHWAY,ST LOUIS,MO,63110.0000,38,2019-04-04T00:00:00Z,2020-10-30T00:00:00Z,NA,4368,NA,1,"< $50,000",Institutional,Central West End,2019,04,cwe
AB,NA,4580.05,160,0,14580050160,4435,NA,WESTMINSTER,PL,NA,4435 WESTMINSTER PL,5,1,2019-04-04T00:00:00Z,2019-07-02T00:00:00Z,2019-09-09T00:00:00Z,NA,9665,REPLACE 6 WINDOWS PER WRITE UP (CRO ONLY),1,1,SINGLE FAMILY,R3,NA,"STREUBEL, DAVID & DEBORAH SCHAEFER",NA,4435 WESTMINSTER PL,ST LOUIS,MO,63108.0000,38,2019-04-04T00:00:00Z,2020-10-30T00:00:00Z,NA,4047,NA,1,"< $50,000",Residential,Central West End,2019,04,cwe
AB,NA,4547,150,0,14547000150,5650,NA,CLEMENS,AV,NA,5650 CLEMENS AV,3,1,2019-04-04T00:00:00Z,2019-05-13T00:00:00Z,2019-06-24T00:00:00Z,NA,18000,INSTALL 26 SOLAR PANELS PER PLANS,1,1,SINGLE FAMILY,R3,NA,"REECE, DARRYL C & WANDA D",NA,5650 CLEMENS AVE,ST LOUIS,MO,63112.0000,48,2019-04-04T00:00:00Z,2020-10-30T00:00:00Z,NA,1182,NA,1,"< $50,000",Residential,West End,2019,04,westend
AB,NA,3884.23,100,0,13884230100,4951,NA,LACLEDE,AV,NA,4951 LACLEDE AV,3,25,2019-04-04T00:00:00Z,2019-04-04T00:00:00Z,2019-06-05T00:00:00Z,NA,3670,REPLACE RETAINING WALL PER PLANS,2,6,MULTI FAMILY,R2,NA,"FLAMING, GILBERT M",JERRY DAVIS,201 SPEARMINT LA,SILVER SPRING,MD,20905.0000,38,2019-04-04T00:00:00Z,2020-10-30T00:00:00Z,NA,4047,NA,1,"< $50,000",Residential,Central West End,2019,04,cwe
